1 1 1 1 2
2 2 3 4 7
3 3 6 8 14
4 4 10 13 21
5 5 15 19 30
6 6 21 25 37
7 7 28 30 45
8 8 36 36 54
9 9 45 45 67
10 10 55 52 75
11 11 66 57 82
12 12 78 66 93
13 13 91 76 105
14 14 105 83 118
15 15 120 90 127
16 16 136 97 131
17 17 153 111 150
18 18 171 116 157
19 19 190 125 172
20 20 210 138 186
21 21 231 149 196
22 22 253 159 215
23 23 276 165 214
24 24 300 179 237
25 25 325 186 248
26 26 351 195 258
27 27 378 205 277
28 28 406 213 287
29 29 435 227 297
30 30 465 237 317
31 31 496 248 328
32 32 528 257 341
33 33 561 268 350
34 34 595 282 366
35 35 630 292 382
36 36 666 302 396
37 37 703 313 409
38 38 741 320 418
39 39 780 335 425
40 40 820 348 447
41 41 861 358 462
42 42 903 370 480
43 43 946 385 499
44 44 990 391 491
45 45 1035 403 520
46 46 1081 422 535
47 47 1128 430 553
48 48 1176 443 561
49 49 1225 446 570
50 50 1275 468 598
51 51 1326 474 605
52 52 1378 490 616
53 53 1431 500 639
54 54 1485 509 652
55 55 1540 532 674
56 56 1596 534 688
57 57 1653 557 707
58 58 1711 559 710
59 59 1770 575 726
60 60 1830 582 739
61 61 1891 599 749
62 62 1953 603 772
63 63 2016 623 791
64 64 2080 635 805
65 65 2145 648 818
66 66 2211 651 823
67 67 2278 678 843
68 68 2346 693 873
69 69 2415 701 887
70 70 2485 709 884
71 71 2556 733 923
72 72 2628 741 921
73 73 2701 756 946
74 74 2775 769 966
75 75 2850 787 991
76 76 2926 795 993
77 77 3003 809 1013
78 78 3081 827 1030
79 79 3160 830 1037
80 80 3240 841 1039
81 81 3321 869 1081
82 82 3403 880 1087
83 83 3486 887 1106
84 84 3570 901 1119
85 85 3655 913 1142
86 86 3741 930 1156
87 87 3828 948 1183
88 88 3916 964 1195
89 89 4005 976 1199
90 90 4095 976 1212
